tmdb_id,name,original_name,keywords,airing_date,poster_img_url,background_img_url,directors,cast,genres,number_of_seasons,number_of_episodes,episode_run_time,synopsis,popularity,average_rating,rating_count,next_episode_to_air,next_episode_air_date,origin_country,networks,production_companies
92931,The Tale of the Bookworm,간서치열전,"period drama, historical, joseon dynasty",2014-10-13,https://image.tmdb.org/t/p/w500/7jUILgycwV0AEX7wQktpqTErtxW.jpg,https://image.tmdb.org/t/p/original/zfTlCWe1tQUsqwz1xLySL6oH7Vx.jpg,,"Choi Dae-chul, Im Ho, Lee Dae-yeon, Jeong Eun-Woo, Ahn Nae-sang, Min Ji-a, Han Joo-wan","Action & Adventure, Drama",1.0,7.0,11.0,"During the Joseon Dynasty, a revolutionary book written by Heo Gyun goes missing. A scholar that's mad about books goes on the hunt for it commissioned by a high ranking government official. But as he goes on his search he discovers secrets that leave him having to choose between following his passion for reading or saving life. What will he choose in the end?",1.021,,,,,KR,NAVER TV,
76255,Yeonnam-dong 539,연남동 539,,2018-01-11,https://image.tmdb.org/t/p/w500/lu6Vu2QetzSLV0SOJSTrodz5dQV.jpg,https://image.tmdb.org/t/p/original/sMZywhLJC5XEG27L9GJA9QWRW5T.jpg,,"Lee Jong-hyuk, Oh Yoon-ah, Lee Moon-sik, Brian Joo, Koh Woo-ri, Yang Jung-won, Choi Woo-hyuk","Comedy, Drama",1.0,12.0,60.0,This drama about a group of people from diverse backgrounds who live together in a share house in Yeonnam-dong.,1.317,6.0,2.0,,,KR,MBN,
82276,This Is Living,이것은 살아있다,"romance, best friend, advertising, promotional",2014-10-11,https://image.tmdb.org/t/p/w500/iY8qrfXOkduyYEAHTC5QY5Pzjbe.jpg,https://image.tmdb.org/t/p/original/3wvQx9rYoCTaE4H2mJRl4isZhLi.jpg,,"Kim Woo-bin, Song Ji-hyo, Quynh Tram, Bao Son Trong, Ngoc Thao Trong","Comedy, Drama",1.0,2.0,7.0,Woo Bin and Ji Hyo play best friends who move to Vietnam into a home filled with the coolest Samsung appliances. There is also a bit of drama in store for the friends when feelings and other people get involved.,1.012,10.0,1.0,,,VN,YouTube,Samsung Entertainment
131151,Momin's Room,모민의 방,,2016-11-01,https://image.tmdb.org/t/p/w500/qWCX1zrCnFValvTvHEqWdSFe8D2.jpg,https://image.tmdb.org/t/p/original/uhvBmfcBtvOm2H6R59z5wdDONMG.jpg,Hong Jun-ki,"Jang Hee-ryung, Lee Hyun-joo, Lee Gi-kwang, Baek Sung-hyun",Drama,1.0,7.0,,,0.978,,,,,KR,OCN,
70330,King Of The Wind,대왕의 길,"dynasty, historical",1998-04-15,https://image.tmdb.org/t/p/w500/qB3VKk8A2oOM2tS5TmIgD5UBE6l.jpg,,,"Park Geun-hyung, Im Ho, Hong Ri-na, Kim Sung-ryung",Drama,1.0,1.0,50.0,"The drama talks about the complicated relationship between the king Youngjo, (21st king of the Joson dynasty) to his son Sado.",0.978,8.0,1.0,,,KR,MBC,MBC
24242,Women of the Sun,태양의 여자,,2008-05-28,https://image.tmdb.org/t/p/w500/ebs07DZxWg6FUebNXKZUPho8pR6.jpg,,,"Kim Ji-soo, Lee Ha-na, Jung Gyu-woon, Han Jae-suk, Shim Eun-kyung, Maeng Se-chang, Lee Min-Hee",Drama,1.0,20.0,55.0,"Shin Do Young is an announcer who instigates the jealously of all women around her because of her superior looks, great abilities, and great background. But Do Young has a deep, dark secret. She was actually abandoned at an orphanage when she was young but luckily she was adopted by a nice couple.",0.972,5.0,1.0,,,KR,KBS2,Pan Entertainment
70156,West Palace,서궁,"politics, romance, historical, sageuk",1995-07-03,https://image.tmdb.org/t/p/w500/wEtMxHpUAyVxszTWYL22egXerFr.jpg,https://image.tmdb.org/t/p/original/g5BZXUNBkbyd7OoCbLllP8anrtC.jpg,,"Lee Young-ae, Kim Kyu-chul, Lee Bo-hee, Kim Sung Ok, Han In-soo",Drama,1.0,1.0,46.0,"A drama based on a popular portrayal of the events during the time of Prince Gwanghae in early 17th Century Joseon. Queen Inmok is depicted as a virtuous lady who fell victim to palace politics and is subsequently banished to the West Palace. Her stepson, Prince Gwanghae, is bewitched by the scheming concubine Kim Gae Shi, and her ambitions and unsatiable thirst for power leads him to his downfall.",0.967,9.0,1.0,,,KR,KBS2,
46398,"Rock, Rock, Rock",락락락,music,2010-12-11,,,,"No Min-woo, Noh Young-hak, Hong Ah-reum","Documentary, Drama",1.0,4.0,60.0,"Rock, Rock, Rock is a 2010 South Korean miniseries produced by channel KBS2 about the life of Boohwal founder and rock musician Kim Tae-won, played by No Min-woo. The four episode musical drama follows Kim's life from middle school to 2003.",0.963,,,,,KR,KBS2,
154051,Behind Cut,비하인드 컷,"lgbt, boys' love (bl)",2021-12-28,https://image.tmdb.org/t/p/w500/qQfIm44cM2xgzErhSaq9cy1LWM1.jpg,https://image.tmdb.org/t/p/original/oTD2uXAk9Hxg7bLZoyZdaQgisVm.jpg,,"Bum Jun, Eom Se-ung, Choo Suk-Young",Drama,1.0,8.0,15.0,"Ki Jin is a budding fashion design student who dreams big: He wants to become a world-famous clothing designer. But the journey to the top of South Korea’s fashion tree is not an easy one, and he is struggling to find the right path. One day, on the street, he bumps into Yeong Woo, an ever-optimistic part-time delivery worker. Even though it seems everyone he knows has formulated a grand plan about how their future will unfurl, Yeong Woo doesn’t have a dream. While all others are in a rush to get somewhere in life, it seems that his own life is stuck in first gear.",0.953,,,,,KR,Viki,JAYE ENTERTAINMENT
135282,Delivery,딜리버리,,2021-10-17,https://image.tmdb.org/t/p/w500/40T7tqiMthy9nTFBCL0DK96BLsL.jpg,,,"Cho Mi-yeon, Lee Tae-vin, Kim Eung-soo, Kim Jae-won","Comedy, Drama, Action & Adventure, Sci-Fi & Fantasy",1.0,8.0,8.0,"The web drama revolves around delivery girl Kwak Doo Shik who is well-versed in martial arts. She teams up with Do Ki Hwan, the delivery agency manager, in order to find her mother. In the process, they run into conspiring aliens who have invaded Earth.",0.938,4.0,1.0,,,KR,,
15677,Mom's Dead Upset,엄마가 뿔났다,,2008-02-02,https://image.tmdb.org/t/p/w500/5GcQUhufjcuxeL7JDpacDinhoIM.jpg,,,"Jung Tae-woo, Yang Jung-ah, Kang Boo-ja, Kim Na-woon, Jeon Yang-ja, Baek Il-seob, Kim Sang-joong, Kim Hye-ja, Ryu Jin, Lee Soon-jae, Chang Mi-hee, Lee Yu-ri, Ki Tae-young, Shin Eun-kyung, Kim Yong-geon",Drama,1.0,66.0,,"Mom's Dead Upset is a 2008 South Korean television series starring Kim Hye-ja, Lee Soon-jae, Baek Il-seob, Shin Eun-kyung, and Ryu Jin. It aired on KBS2 from February 2 to September 28, 2008 on Saturdays and Sundays at 19:55 for 66 episodes. The drama attracted record-breaking ratings, peaking at 42.7% on the September 21 episode.

Kim Hye-ja stars as a middle-aged woman who rediscovers herself by taking a one-year break and declaring independence from her family after spending decades as a housewife looking after three children, a husband and a widowed father-in-law. Her performance won the Grand Prize at the 2008 KBS Drama Awards and the 2009 Baeksang Arts Awards.",0.937,,,,,KR,KBS2,Samhwa Networks
88802,Dream of 400 Years,사백년의 꿈,"professor, investigation, reincarnation, romance, misunderstanding",2011-03-27,https://image.tmdb.org/t/p/w500/vm9jbVIgshHqIGsgBBhCnK5gzmd.jpg,https://image.tmdb.org/t/p/original/4YDAljNEOJ1wGjlvayvvDPPx5rN.jpg,,"Kim Byung Chan, Heo Jae-ho, Ryu Tae-joon, Seo Ji-young, Han Da-gam, Ahn Byeong-kyeong",Drama,1.0,2.0,68.0,"Kang Hee Sun is a professor at the Hanbaek Medical School who is called in when Jo Hyun Min, the owner of a traditional Korean house, finds a mummy preserved in a small room in the barn which was previously sealed off. The two of them feel a strange sense of recognition at their first meeting, which they put down to instant attraction until the series of bizarre occurrences that followed lead them to suspect that they may actually be deeply connected to the mummy's past. Hee Sun and Hyun Min's investigation reveals the tragic story of a pair of lovers who were torn apart 400 years ago, with a resulting misunderstanding spawning a centuries-long hatred.",0.935,,,,,KR,KBS2,
36915,Moon Hee,문희,,2007-02-24,,,,"Kang Soo-youn, Lee Seung-yeon, Park Sang-myeon, Kim Hae-sook, Lee Jeong-kil, Jung Woong-in, Seong Byeong-sook, Kim Yong-geon, Jung Young-sook",Drama,1.0,50.0,60.0,,0.933,,,,,,MBC,
154889,"Youth, Climb the Barrier",청춘월담,"prince, romance, curse, historical fiction, historical",,,,,"Park Hyung-sik, Jeon So-nee, Pyo Ye-jin, Yun Jong-seok, Lee Tae-seon","Mystery, Drama",1.0,1.0,60.0,"About a prince suffering from a mysterious curse and a woman who is falsely accused of murdering her family members. Their romance develops through the process of the man saving the woman from her false accusation and the woman saving the man from his curse. Min Jae Yi, a quiet and gentle character. She is engaged to the Second State Councillor’s son and studies hard to become a good wife and mother, but her parents and brother are killed four days before she gets married.",1.204,,,,,KR,tvN,"Studio Dragon, Story & Pictures Media"
78011,Amnok River Flows,압록강은 흐른다,"biography, periods",2008-11-04,https://image.tmdb.org/t/p/w500/br5bVmklHeUdGvcsltgHq8VEkUH.jpg,,Lee Jong Han,"Woo Byuk Song, Olga Brügmann, Yvonne Kristina Hotz, Jun Noh Min, Choi Sung-ho, No Min-woo, Jung Yoon-suk, Na Moon-hee, Shin Goo, Kwon Oh-Min, Cha Jae Dol, Kim Yeo-jin, Ha Seung-lee, Park Hyun-suk, Hwang Bo-ra, Ute Kampowsky, Jung Woon-taek",Drama,1.0,3.0,60.0,"This drama portrays the turbulent life of Lee Mi Reuk, a Korean expatriate who fought for the freedom of his country while studying medicine in Tokyo, during the period when Korea was under Japanese colonial rule. He fled to China and eventually settled in Germany.",0.927,9.0,1.0,,,DE,"SBS, BR Fernsehen",
197083,New Recruit,신병,korean army,2022-07-22,https://image.tmdb.org/t/p/w500/5lcvDDVyq1Ce1c72i9XabnvOfFK.jpg,https://image.tmdb.org/t/p/original/c4LRGwNi3nOft0U9bxEHg9kEj2N.jpg,,"Kim Min-ho, Nam Tae-woo, Lee Chung-gu, Jeon Seung-hoon, Cha Young-nam, Lee Sang-jin, Kang Hyo-seung, Kim Hyun-kyu, Kim Tae-oh","Drama, Comedy",1.0,10.0,,,0.918,8.333,3.0,,,KR,Seezn,"Neo Entertainment, KT Studio Genie"
70414,Jeong Yak Yong,조선추리활극 정약용,"mystery, period drama, historical, joseon dynasty",2009-11-27,https://image.tmdb.org/t/p/w500/of35M69Wm8L9cH3B5WppVEGxfoo.jpg,,,"Jo Sang-ki, Lee Young-eun, Hong Seok-cheon, Park Jae-jung","Mystery, Drama",1.0,8.0,59.0,"This drama focuses on the life of Jung Yak Yong, a gifted scholar from Joseon who also had a keen eye for investigation.",0.916,5.0,1.0,,,KR,OCN,
64327,The Secret Message,시크릿 메시지,,2015-11-02,https://image.tmdb.org/t/p/w500/kwc6YOtTaXWm1TsejLtTGsNST2S.jpg,https://image.tmdb.org/t/p/original/zjgVzUUpG8plNl2CrL6tZNBTPZZ.jpg,,"Choi Seung-hyun, Juri Ueno, Yoo In-na",Drama,1.0,18.0,15.0,"Woo-Hyun is Korean man and Haruka is Japanese woman. They live different lives, but they both carry emotional scars from their first love. Woo-Hyun has yet to get over his first love, but he still wants to believe in true love. Haruka is a woman wants answers relating to love.",0.908,7.7,3.0,,,JP,NAVER TV,
82921,88 Street,88번지,"friendship, illness, mental health",2016-10-17,https://image.tmdb.org/t/p/w500/68aJvenNhebugbclo6TOGabvAgX.jpg,https://image.tmdb.org/t/p/original/ju8wWhDJ1Ncq2MGR8Zh0k6rUmCc.jpg,,"Choi Jong-hoon, Oh Seung Ah, Kim Jae-hyun, Jang Ji Sun, Yoo Hyun Soo, Moon Soo Ah, Han Ji-Sun, Yoon Ye-hee",Drama,1.0,12.0,9.0,A web drama that portrays the modern days' mentality through those who have various syndromes.,0.903,,,,,KR,NAVER TV,
96679,Go Go Song,고고송,"marriage, romance",2019-01-25,https://image.tmdb.org/t/p/w500/1ImilBm82BPppJKRmlQ7VS7hWd7.jpg,https://image.tmdb.org/t/p/original/rVbMNJqOLUwflQBF9RWfYs50jQL.jpg,,"Yoon Eun-hye, Ji Il-joo, Yoon Yoo-sun, Sung Ki-yoon",Drama,1.0,2.0,,"Gong Seon Hwa (32 years old), a social welfare worker who's getting married to Kang Won Hyung (30 years old), a Korean culinary chef, portrayed by Ji il Joo.",0.885,,,,,KR,CGNTV,
153821,Propose,프로포즈,"romance, period drama",1997-06-09,https://image.tmdb.org/t/p/w500/zuaqk40QDP8LlqYVKrqrv0aYl8I.jpg,,,"Kim Hee-seon, Ryu Si-won, Won Bin, Lee Chang-hoon",Drama,1.0,14.0,,"Jung Soo-bin has been secretly in love with Kim Yu-ran, a close friend of Yuran, and as time goes by, Yuran feels a warm affection for Jung Soo-bin, who falls in love with a man named Min-seok. While traveling abroad, Min-seok tells Min-seok that he is an illegitimate daughter, and Min-seok promises not to abandon her because of this, but Min-seok's actions show that he cares about her. Feeling unrecognized, Yu-ran leaves Min-seok in sorrow and returns to Su-bin's side, but only when Yu-ran tries to ask Su-bin for warmth. There's another girl next to Xubin.",0.991,9.0,1.0,,,KR,KBS2,KBS Media
57708,Jolly Widows,다함께 차차차,,2009-06-29,,,,"Shim Hye-jin, Park Hae-mi, Kim Young-ok, Lee Chung-ah, Oh Man-seok, Park Han-byul","Comedy, Drama",1.0,94.0,,,0.879,,,,,KR,,
16601,Age of Innocence,순수의 시대,,2002-07-03,https://image.tmdb.org/t/p/w500/wSuLQgj5E4HPoO3ImpgIxYqefQp.jpg,https://image.tmdb.org/t/p/original/66rot2zDgjJuneEVN0ORGAZt3xa.jpg,,"Kim Min-hee, Go Soo, Park Jung-chul",Drama,1.0,16.0,60.0,Age of Innocence is a South Korean drama series produced and broadcast by SBS in 2002.,0.877,,,,,KR,,
194797,The Girl Downstairs,이두나!,"based on webcomic or webtoon, ex-celebrity, mysterious life",,,,,"Bae Suzy, Yang Se-jong, Lee Yu-bi, Ko A-sung",Drama,1.0,1.0,,"When Joon moves into his new apartment on his first day of college, he wasn't expecting beautiful ex-celebrity Duna to be living downstairs. Joon tries to avoid her at first, but finds himself growing more and more curious about her mysterious life.",0.876,,,,,KR,Netflix,
138250,When the Day Breaks,아침이 밝아올 때까지,,,,,,"Han Suk-kyu, Jung Yu-Mi, Yeom Hye-ran, Kim Jun-han, Ryu Hye-young, Lee Hee-jun, Kim Yu-mi, Ju Seok-tae, Yoon Je-moon","Drama, Crime, Mystery",1.0,1.0,,,0.876,,,,,KR,JTBC,
5510,Wedding,웨딩,,2005-08-23,https://image.tmdb.org/t/p/w500/wr6rxl6ZE2g9FgQxakmZ7qV3Ttp.jpg,,,"Jang Na-ra, Myung Se-bin, Ryu Si-won",Drama,1.0,18.0,70.0,"Wedding is an 18-episode South Korean television drama that aired on KBS2 in 2005. The series explores the relationship of a newly wed couple, showing how two people, who met and married through an arranged matchmaking, slowly develop a relationship and learn what it means to be married. Some of the issues explored include what is the most important thing in a marriage, trust and honesty between a couple, how past relationships affect present, and the role of family in a relationship. Unlike other dramas written by Oh Soo-yeon, which focused on people falling in love by fate or destiny, this one is about two people with very different personalities, values, and backgrounds, and seeing how they learn to love one another despite all of their differences.",2.014,10.0,1.0,,,,KBS2,
35972,Shining Days,햇빛 쏟아지다,,2004-02-11,https://image.tmdb.org/t/p/w500/9kMEQ11NsIQ3BfbrB0BHFvA7UdB.jpg,,,"Ryoo Seung-bum, Song Hye-kyo, Jo Hyun-jae",Drama,1.0,15.0,60.0,"Yeon Woo grew up happy in a loving family. One day, her father had died mysteriously, and her mother remarried a man who was 10 years younger than her. Misfortunes never come singly. Her mother died of Wilson’s disease and her step-father ran away with money. Min Ho, an old friend of hers, is always there to comforther. Min Ho decided to be a policeman to catch a murderer who killed Yeon Woo’s father. Eun Sup came back to Korea with the sole purpose of stopping his lover Soo Ah from getting married, but Soo Ah gave him an outright denial. To make matter wose, his father sent people over to his hotel to catch him. He ran away from the hotel and he accidentally fell into the subway track and became unconscious. Yeon Woo saw the whole scene in the platform and saved his life. Eun Sup asked her if he could stay in her place temporarily since he had no place to go. So Yeon Woo, Min Ho and Eun Sup all started living in a same house.",0.863,5.0,1.0,,,KR,SBS,
59786,Don't Ask Me About the Past,과거를 묻지 마세요,,2008-05-17,https://image.tmdb.org/t/p/w500/piDHEodTswY4TDQxjOBHoCm4dgY.jpg,,,"Song Ok-suk, Kim Seung-su, Kim Won-hee, Cho Jin-woong, Park Jae-jung","Comedy, Drama, Romance",1.0,16.0,60.0,Kwak Sun Young gets into a car accident and develops this ability of detecting a man's past from his body odors. She divorces her husband when she finds out about his long history of girlfriends. Sun Young then sets up a business where she helps women and even the police track down suspicious men and husbands.,0.857,,,,,KR,OCN,
76992,Talkmon,토크몬,talk,2018-01-11,https://image.tmdb.org/t/p/w500/jc4CSFOgThVQNRFq1FAJGClB2fd.jpg,,,"Kim Hee-seon, Hong Eun-hee, Soyou, Kang Ho-dong, Jang Do-yeon, Lee Su-geun",Drama,1.0,1.0,70.0,"At Talkmon, ‘Master,’ a well-known master of talk shows, and ‘Monster,’ a talented novice to talk shows, form a team to have a 'talk show battle' with other teams. Discover new talents for the future of Korean variety shows!",0.6,,,,,KR,tvN,
197662,Broke Rookie Star,짠내아이돌,,2022-04-15,https://image.tmdb.org/t/p/w500/uGyk2gmd224qwI21iIlsQsAOGvV.jpg,https://image.tmdb.org/t/p/original/7BqEUWVFMZrj6ow6PnqcEXn1Hk1.jpg,,"Lee Sang, Timothee Anzardi, Rocky, Choi Sung-min, Moon Ji Hoo","Comedy, Reality, Drama",1.0,10.0,18.0,A growing comedy drama depicting the salty daily life of an idol who suffers from hardships despite rising to stardom.,0.853,,,,,KR,YouTube,YouTube
208825,Parasyte: The Grey,기생수: 더 그레이,"alien, based on manga",,,,Yeon Sang-ho,"Jeon So-nee, Koo Kyo-hwan, Lee Jung-hyun",Drama,1.0,6.0,,"One day, mysterious parasites fall from the sky. They enter humans as their hosts and also murder other humans. The parasites begin to create their own force. Humans must now fight to stop the invading creatures from taking over the world.",0.852,,,,,KR,Netflix,Climax Studios
202318,One Shot Scandal,일타 스캔들,,,,,,"Jeon Do-yeon, Jung Kyung-ho, Roh Yoon-seo, Lee Bong-ryeon, Jang Young-nam, Kim Sun-young","Drama, Comedy",1.0,1.0,,"The series follows the bittersweet relationship between a banchan shop owner who belatedly enters the war of Korea's college entrance exams, and a top hagwon instructor.",0.851,,,,,KR,tvN,
105814,Someone Else's BL Cartoon,남의 BL만화’ 애니메이션,,2018-01-11,https://image.tmdb.org/t/p/w500/1bohkbfUO7dyQY9XepsfHDWYgYw.jpg,,,"Park Seung-taek, Lee Kyu-bin","Comedy, Animation, Drama",1.0,11.0,3.0,"Class president Seung-taek is the only person who ignores the troublemaker Gyu-bin. They belong to whole different world and they seem like they can’t get along at all. However, once they enter Gyu-bin’s house after school, their relationship changes strangely…",0.849,,,,,KR,YouTube,BOOKCUBE
137094,Love to Hate You,연애대전,,,,,,"Kim Ok-vin, Yoo Teo, Kim Ji-hun, Go Won-hee, Lee Joo-been","Comedy, Drama",1.0,,,"For a woman who despises losing to men, and a man who distrusts women, love is absolute war — but the line between love and hate is a thin one.",0.848,,,,,KR,Netflix,
91802,Lunch Box,점심 도시락,"cooking, romance, interracial relationship, crush, food, religion, promotional, college life",2015-10-11,https://image.tmdb.org/t/p/w500/v7WXnG6jWNsjK6uOl1w0tXY9jyY.jpg,https://image.tmdb.org/t/p/original/8bmqeYsX5eWw1wwKsMmTMMRqvVF.jpg,,"Ji Soo, Jo Jae-yoon",Drama,1.0,1.0,8.0,Lia is an Indonesian university student who studies in Korea. Yong is a Korean boy who loves cook and has a crush on Lia.,0.6,,,,,KR,YouTube,
55010,Freeze,프리즈,"vampire, supernatural, horror, romance, interspecies romance",2006-10-27,https://image.tmdb.org/t/p/w500/cFgQHZ3dd0FKGWMAbii1ODMQEca.jpg,https://image.tmdb.org/t/p/original/v7AbNoNTeu4Jxwtvh3u101v2suO.jpg,Ahn Sang-hoon,"Lee Seo-jin, Park Han-byul, Son Tae-young, Kim Kwang-kyu, Lee Han-wi, Lee In",Drama,1.0,5.0,58.0,"Baek Joong-won once saved the vampire Ehwa from being burned at the stake by his fellow villagers. While attempting to escape together, Joong-won fell off a cliff, and Ehwa gave him her blood to save him from dying. Thus, Joong-won was also transformed into a vampire.In modern-day Seoul, the 350-year-old Joong-won runs a luxurious wine bar in Gangnam District with Ehwa. Though she holds a torch for him, Ehwa can only observe and protect her friend from afar, as he has long closed himself to any new emotion. One day, Joong-won receives a letter from a former lover, a human he had broken up with 20 years ago without telling her the truth about himself. In her letter, the dying woman asks Joong-won to look after her daughter, Ji-woo.After her mother's funeral, Ji-woo finds a photograph her mother treasured very much, and she searches for the man in the photo, her mother's long-lost lover. When she finds Joong-won, she assumes that he is the son of the man in the photo. As Joong-won spends time with Ji-woo, all his emotions which were frozen by time start to melt away, and the two fall in love. Ehwa has difficulty dealing with this turn of events. Meanwhile, a serial killer who sucks blood from his or her victims is on the loose.",0.842,4.0,1.0,,,KR,OCN movies,Yellow Films
203147,Drama City: Blue Skies of Jeju Island,드라마 시티: 제주도 푸른밤,,2004-10-04,https://image.tmdb.org/t/p/w500/ljUWSNqFbrJg756jbTaUhuBZSZA.jpg,https://image.tmdb.org/t/p/original/xkilMpitCcrkyMgwfndAUHA3A4R.jpg,,"Uhm Tae-woong, Min Ji-a, Jung Kyung-ho, Kim Kap-soo, Kim Yoon-seok, Choo Kwi Jung, Lee Dae-yeon, Kim Kwang-kyu, Kim Heung-soo",Drama,1.0,1.0,62.0,"Ki Tae finds out that he only has a few months to live.  With his remaining time, he sets out to find out what happened to the woman he loved years ago.",0.877,,,,,KR,,"KBS Media, KBS2"
212553,The Bequeathed,선산,,,,,Yeon Sang-ho,"Kim Hyun-joo, Park Hee-soon, Park Byung-eun, Ryu Kyung-soo, Park Sung-hoon",Drama,1.0,1.0,,a woman inherits a gravesite under mysterious circumstances as her family’s history starts to unravel.,1.126,,,,,KR,Netflix,RedPeter Film
208832,Red Balloon,빨간 풍선,,2022-12-31,,,,"Seo Ji-hye, Lee Sung-jae, Hong Soo-hyun, Lee Sang-wu","Family, Drama",1.0,1.0,,,0.6,,,1.0,2022-12-31,KR,TV Chosun,"Chorokbaem Media, HIGROUND"
203344,First Lady,레이디,first lady,,,,,"Lee Ji-ah, Lee Sang-yoon, Jang Hee-jin, Park Ki-woong, Bong Tae-gyu",Drama,1.0,1.0,,"First Lady tells the story of Hong Tae-ra rising to the position of first lady in order to protect her beloved family, after completely forgetting her past memory, and to punish those who took control of her fate and shaken her.",0.84,,,,,KR,tvN,
155217,Youth,유스,"friendship, dead parents, music, adaptation",,,,,,Drama,1.0,,,"Follows seven boys on their journey of growing up. Although these characters will have the same names as BTS members, they will have fictional narratives with various stories that will be told through metaphors and symbolism.

~~ Adapted from the webtoon ""Save me"". The series is inspired by BU (BTS Universe). It expand on the storyline fans have seen throughout BTS' music videos and Save Me webtoon.",1.4,,,,,KR,,
136368,Song of the Bandits,도적: 칼의 소리,japanese occupation of korea,,,,,"Kim Nam-gil, Seohyun, You Chea-myung, Lee Hyun-wook, Lee Ho-jung, Kim Seol-jin",Drama,1.0,,,,0.6,,,,,KR,Netflix,"Studio Dragon, Urban Works Entertainment, Baram Pictures"
74065,The Secret of My Love,내 남자의 비밀,,2017-09-18,https://image.tmdb.org/t/p/w500/jBiTGFTsSid6OVskCzh8XNvZPHU.jpg,https://image.tmdb.org/t/p/original/mobwit3dt10e5YanSbLIEXsXheL.jpg,,"Go Na-eun, Song Chang-eui, Park Jung-ah, Kim Da-hyun","Drama, Family",1.0,5.0,40.0,"A man desperately wants to be ""real,"" so he puts on a ""real"" mask. A woman wants to be loved so much that she throws out her younger sister and replaces her. The drama shows the struggles of these two, man and woman, who look for ways to find true happiness in their lives.",0.84,8.0,1.0,,,KR,KBS2,Neo Entertainment
69396,Big Heat,빅히트,,2011-04-11,,,,"Choi Ah-ra, Park Sung-woong, Kwak Hyun-hwa, Baek Seung-do, Lee Joo-hyun, Kim Joo-young, Jin Won","Mystery, Drama",1.0,13.0,,,0.814,,,,,,E Channel,DRAMAcube
56023,Before and After: Plastic Surgery Clinic,비포 & 애프터 성형외과,medical drama,2008-01-06,https://image.tmdb.org/t/p/w500/sjd200FTiKl6o6AB24SAH5QeKZw.jpg,https://image.tmdb.org/t/p/original/dj4NunkKhEKnZ26XT4YsF6T8eka.jpg,,"So E Hyun, Lee Jin-wook",Drama,1.0,12.0,70.0,Han Geon Soo is the young clinic owner who tries to protect his clinic from being taken over by loan sharks. He tries his best to save the clinic when uncollected loans are passed on to him after his father’s sudden death. Choi Yong Woo is a talented doctor who joins the clinic to return his thanks to Geon Soo’s father. Yong Woo is someone that often gets into arguments with patients who want to undergo unnecessary plastic surgery. Yoon Ki Nam is the nurse who forms a love triangle between the two men. Yoon Seo Jin is the manager who obtained her perfect beauty through plastic surgery.,0.812,,,,,KR,MBC,
44389,The Musical,더 뮤지컬,,2011-09-02,https://image.tmdb.org/t/p/w500/6psEMz99J454OHQjwXTvxOwQvUI.jpg,,,"Koo Hye-sun, Daniel Choi, Park Ki-woong, Ahn Yeo-jin, Ock Joo-hyun",Drama,1.0,15.0,,"The Musical is a 2011 South Korean television series starring Ku Hye-sun, Choi Daniel, Park Ki-woong, Ock Joo-hyun and Kim Eun-se. It aired on SBS from September 2 to December 23, 2011 on Fridays at 22:00 for 15 episodes.

Filming began in July 2010, and the series was pre-produced before airing. One of the location shoots took place in Broadway, New York City.",0.806,6.5,1.0,,,KR,SBS,
135658,Snow White Must Die,백설공주에게 죽음을,based on novel or book,,,,,"Byun Yo-han, Go Bo-gyeol, Kim Bo-ra, Go Joon, Bae Jong-ok, Kwon Hae-hyo, Cha Soon-bae, Jang Won-young, Lee Ga-sub",Drama,1.0,1.0,,It depicts a series of events in closed-basin villages and the ugly nature of the human inside them. Byun acts a ‘mother-friend-son’ who went on a trip and became a murderer.,0.804,,,,,KR,wavve,"Hidden Sequence, Contents Wavve, Wysiwyg Studios"
46548,I Love You,사랑해,romance,2008-04-07,https://image.tmdb.org/t/p/w500/pb03iYYOhPQYR8gsBAnPc5gDgit.jpg,,,"Gong Hyung-jin, Seo Ji-hye, Ahn Jae-wook, Park Hye-young, Jo Mi-ryung",Drama,1.0,16.0,48.0,Suk Chul Soo and Na Young Hee are a newly wedded couple with an age gap of 14 years. This is a drama that tells the story of a couple who just had a baby because of a one night stand. It will portray the modern generation's view on love and marriage as well as the responsibility of raising a child. Park Byung Ho was thoughtless and threw away his child for a better income and life who later regrets this and learns to love.,1.285,6.0,1.0,,,KR,SBS,
44071,My Sweet City,달콤한 나의 도시,romance,2008-06-06,https://image.tmdb.org/t/p/w500/5CqYH6pQMuh8JNNexwzlPn4Sz54.jpg,https://image.tmdb.org/t/p/original/swMYP5Usc3GaNEajzNDo4NtCZSY.jpg,,"Choi Kang-hee, Lee Sun-kyun, Ji Hyun-woo","Drama, Comedy",1.0,16.0,,"The friendship, romance, and professional lives of single women living in a big city.",1.273,,,,,KR,SBS,
76149,Joseon Beauty Pageant,조선미인별전,joseon dynasty,2018-01-06,https://image.tmdb.org/t/p/w500/59fDx4vBpBaAQlrVDBxJ2ycqedb.jpg,https://image.tmdb.org/t/p/original/1eiofrbzTzinDLPmWir2PVY3y6k.jpg,,"Yeo One, Kim Na-ni, Jung Tae Ri, Seo Yi-sook, Eun-pyo Jeong, Kim Young Hee","Comedy, Drama",1.0,2.0,60.0,A youthful musical drama about the first beauty pageant in Joseon.,0.737,,,,,KR,KBS1,
